"","typ","typology","hhID","district","Variety","cc.catg.str","years_since_planted","cc.production.cycle","cm.plot.monocrop.bool","cc_yield_fn_Mg_per_ha","yld_pc_attain_plot","weeds_per_year","prunes_per_year","fert_bool","fungi.app.cocoa","insecti.app.cocoa","herbi.app.cocoa","pollination.bool","ccoa_spread_pods","ccoa_piled_pods","ccoa_passive_pods","ccoa_apply_mnr_farm","ccoa_apply_mnr_bought","ccoa_apply_mnr_anywhere","ccoa_apply_cmp","tree.count.per.ha","tree.config.cocoa","plot.overstory.crown","other.tree.to.cm.tree.ratio","shade.tree.to.cm.tree.ratio","plot.quant.shade.trees.ha","plot.quant.large.shade.trees.ha","num_other_tree_crops","num_other_root_grain_crops","plot.quant.trees.per.ha.greater.than.50.m","plot.quant.trees.per.ha.greater.than.35.m","plot.quant.trees.per.ha.greater.than.20.m","detect.bool.blackpod","detect.bool.capsid","detect.bool.stemborer","detect.bool.rodents","detect.bool.CSSVD","detect.bool.stemcanker","detect.bool.other","path.contr.cc.vir.org","path.contr.cc.bact.org","path.contr.cc.fung.org","path.contr.cc.insect.org","path.contr.cc.vir.syn","path.contr.cc.bact.syn","path.contr.cc.fung.syn","path.contr.cc.insect.syn","path.contr.tot.org","path.contr.tot.syn","frac.tot.paths.controlled.syn","frac.tot.paths.controlled.org","quant.paths","quant.paths.fungal","quant.paths.viral","quant.paths.bacterial","quant.paths.insect","total_N_fert_applied_Mg_per_ha","total_non_N_fert_applied_Mg_per_ha","total_fert_applied_Mg_per_ha","total.hi.labor.days.per.year.per.ha","domn_soil","water.log.bool","water.logged","Elevation.m.asl","Temperature","Rainfall","Temp.mean.max.month","Rainfall.cv"
"4",1,"Amazonia","v36_4",1,"Amazonia","Amazonia",17,30,0,0.373919286,33.5353581046122,3.5,1,1,1,1,1,0,0,1,0,0,0,0,0,988.79,1,35,0.0224719101123595,0.0168539325842697,16.665,12.49875,2,0,11.11,0,22.22,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.3706575,0.3706575,0,2,0,1,161,26,30,32.2999992370605,47.6695556640625
"5",2,"Amazonia","v36_5",1,"Amazonia","Amazonia",22,30,1,0.539034847,40.2381028215037,1.5,2,1,1,1,1,0,0,1,0,0,0,0,0,1210.99,1,25,0.0275229357798165,0.0206422018348624,24.9975,18.748125,0,0,22.22,0,33.33,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.3706575,0,0.3706575,0,1,0,1,161,26,30,32.2999992370605,47.6695556640625
"7",1,"Hybrid sun","v36_7",1,"Hybrid","Hybrid sun",10,24,1,0.165758034,6.73169959410644,1.5,1,0,0,1,1,0,0,0,0,0,0,0,0,877.69,3,35,0.126582278481013,0,0,0,0,0,0,11.11,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,142.33248,5,1,3,161,26,30,32.2999992370605,47.6695556640625
"9",1,"Hybrid sun","v36_9",1,"Hybrid","Hybrid sun",12,24,0,0.371991867,14.1548137052904,1.5,1,0,0,1,1,0,0,1,0,0,0,0,0,1111,3,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3,0,1,161,26,30,32.2999992370605,47.6695556640625
"10",2,"Amazonia","v36_10",1,"Amazonia","Amazonia",26,30,0,0.289755323,21.7884803174027,1.5,1,0,1,1,1,0,0,1,0,0,0,0,0,988.79,1,35,0.0449438202247191,0.0299625468164794,29.6266666666667,19.7511111111111,2,0,0,0,44.44,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,3,0,1,161,26,30,32.2999992370605,47.6695556640625
"14",1,"Hybrid shade","v36_14",1,"Hybrid","Hybrid shade",12,24,0,0.289755323,15.0497163255159,3.5,1,1,1,1,1,0,0,1,1,0,0,0,0,1166.55,1,25,0.019047619047619,0.0142857142857143,16.665,12.49875,1,1,11.11,0,22.22,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.3706575,0,0.3706575,0,2,0,1,167,25.8999996185303,30,32.2999992370605,47.4785766601562
"17",1,"Hybrid sun","v36_17",1,"Hybrid","Hybrid sun",7,24,1,0.207518779,13.7899904469118,3.5,2,0,0,1,0,0,0,0,0,0,0,0,0,1244.32,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,415.1364,4,0,1,161,26,30,32.2999992370605,47.6695556640625
"18",1,"Amazonia","v36_18",1,"Amazonia","Amazonia",20,30,1,0.123997289,9.65965735738768,4.5,1,1,1,1,0,0,0,1,1,0,0,0,0,1399.86,1,45,0.0158730158730159,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.3706575,0.3706575,0,2,0,1,161,26,30,32.2999992370605,47.6695556640625
"19",1,"Amazonia","v36_19",1,"Amazonia","Amazonia",7,30,0,0.123997289,69.1867208342086,4.5,1,1,1,1,1,0,0,1,1,0,0,0,0,1033.23,1,15,0.010752688172043,0.0053763440860215,5.555,0,2,0,0,0,11.11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.3706575,0.3706575,0,2,0,1,161,26,30,32.2999992370605,47.6695556640625
"21",2,"Hybrid sun","v36_21",1,"Hybrid","Hybrid sun",15,24,0,0.906529403,39.7253721572644,1.5,2,1,1,1,0,0,0,1,0,0,0,0,0,1088.78,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0.3706575,0.3706575,50.8330285714286,3,0,1,154,26,29,32.2999992370605,47.7244911193848
"22",2,"Hybrid shade","v36_22",1,"Hybrid","Hybrid shade",6,24,1,0.082879017,11.0946894180849,3.5,1,0,1,1,0,0,0,1,1,0,0,0,0,833.25,2,5,0.0266666666666667,0.0266666666666667,22.22,22.22,0,0,0,11.11,11.11,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,3,0,1,1,0,0,0,0,0,3,1,3,154,26,29,32.2999992370605,47.7244911193848
"23",3,"Hybrid sun","v36_23",1,"Hybrid","Hybrid sun",17,24,0,1.237402998,66.6355092848982,1.5,2,0,0,1,1,0,0,1,1,0,0,0,0,1088.78,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,3,0,1,161,26,30,32.2999992370605,47.6695556640625
"27",3,"Amazonia","v36_27",1,"Amazonia","Amazonia",15,30,0,0.124639762,13.1182497879942,1.5,1,0,0,1,1,0,0,1,1,0,0,0,0,1255.43,1,45,0.0265486725663717,0.015929203539823,19.998,15.9984,2,1,0,22.22,22.22,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3,0,1,161,26,30,32.2999992370605,47.6695556640625
"31",3,"Hybrid shade","v36_31",1,"Hybrid","Hybrid shade",12,24,0,0.577583227,29.9993236732568,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1922.03,1,15,0.0115606936416185,0.00770712909441233,14.8133333333333,9.87555555555556,2,1,11.11,0,11.11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,151,26.1000003814697,28,32.5,47.8130760192871
"35",4,"Hybrid sun","v36_35",1,"Hybrid","Hybrid sun",10,24,1,0.1448776615,5.88371418012016,3.5,0.5,0,1,1,1,0,0,1,1,0,0,0,0,1233.21,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,2,1,3,151,26.1000003814697,28,32.5,47.8130760192871
"36",1,"Amazonia","v36_36",1,"Amazonia","Amazonia",15,30,1,0.165115561,17.3782999768789,3.5,3.5,0,1,1,1,0,0,1,1,0,0,0,0,988.79,1,25,0.0112359550561798,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,2,0,1,151,26.1000003814697,28,32.5,47.8130760192871
"37",3,"Amazonia","v36_37",1,"Amazonia","Amazonia",50,30,1,0.123997289,38.3218147726245,3.5,1,1,0,1,1,0,0,0,0,0,0,0,0,1122.11,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,1,1,0,0.2223945,0,0.2223945,49.421,3,0,1,151,26.1000003814697,28,32.5,47.8130760192871
"39",1,"Hybrid sun","v36_39",1,"Hybrid","Hybrid sun",9,24,1,0.0619986445,2.78249142382518,3.5,1,0,0,1,1,0,0,0,0,0,0,0,0,1088.78,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,4,0,1,151,26.1000003814697,28,32.5,47.8130760192871
"40",3,"Amazonia","v36_40",1,"Amazonia","Amazonia",15,30,0,0.617416553,64.982670341559,3.5,1,0,0,1,0,0,0,1,1,0,0,0,0,911.02,1,25,0.024390243902439,0,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,2,0,1,151,26.1000003814697,28,32.5,47.8130760192871
"47",1,"Hybrid shade","v36_47",1,"Hybrid","Hybrid shade",14,24,1,0.291040269,13.8052277153207,3.5,1,0,1,1,1,0,0,0,0,0,0,0,0,1377.64,1,5,0.0241935483870968,0.0120967741935484,16.665,8.3325,0,0,0,0,22.22,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,4,0,1,151,26.1000003814697,28,32.5,47.8130760192871
"48",3,"Amazonia","v36_48",1,"Amazonia","Amazonia",15,30,1,0.207518779,21.8412096985677,1.5,1,1,0,1,0,0,0,0,0,0,0,0,0,1322.09,1,5,0.00840336134453781,0.00420168067226891,5.555,0,0,0,11.11,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0.26934445,0,0.26934445,29.6526,4,0,1,151,26.1000003814697,28,32.5,47.8130760192871
"53",4,"Hybrid sun","v36_53",1,"Hybrid","Hybrid sun",16,24,0,0.165115561,7.94686038836554,3.5,1,0,1,1,1,0,0,1,0,0,0,0,0,1244.32,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,1,0,1,151,26.1000003814697,28,32.5,47.8130760192871
"54",2,"Hybrid sun","v36_54",1,"Hybrid","Hybrid sun",18,24,0,0.3716706305,22.7657881316751,3.5,1,1,1,1,0,0,0,1,0,0,0,0,0,1155.44,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.3706575,0,0.3706575,133.4367,3,0,1,151,26.1000003814697,28,32.5,47.8130760192871
"60",3,"Hybrid sun","v36_60",1,"Hybrid","Hybrid sun",17,24,0,0.123997289,6.67739007891244,1.5,1,0,0,0,1,0,0,1,1,0,0,0,0,922.13,1,15,0.0120481927710843,0.00602409638554217,5.555,0,2,1,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,2,0,1,151,26.1000003814697,28,32.5,47.8130760192871
"61",3,"Amazonia","v36_61",1,"Amazonia","Amazonia",25,30,0,0.123997289,9.21452346788252,1.5,1,0,0,1,1,0,0,1,1,0,0,0,0,1410.97,1,45,0.0236220472440945,0.0141732283464567,19.998,15.9984,0,1,0,22.22,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,2,0,1,149,26.1000003814697,28,32.5,48.0644264221191
"95",3,"Amazonia","v36_95",1,"Amazonia","Amazonia",21,30,0,0.185674697,14.0961335180755,3.5,1,1,0,1,0,0,0,1,1,0,0,0,0,1199.88,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0.00247105,0,0.00247105,0,3,0,1,142,26.1000003814697,28,32.5999984741211,47.9180068969727
"123",2,"Amazonia","v36_123",1,"Amazonia","Amazonia",24,30,1,0.288470377,21.3187045749328,1.5,1,1,1,1,1,0,0,1,1,0,0,0,0,1344.31,1,5,0.0247933884297521,0.012396694214876,16.665,12.49875,0,0,11.11,11.11,11.11,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.345947,0,0.345947,0,3,0,1,159,26,26,32.5,48.0324172973633
"124",4,"Hybrid sun","v36_124",1,"Hybrid","Hybrid sun",28,24,1,0.1448776615,59.53974610226,1.5,1,0,1,1,1,0,0,1,1,0,0,0,0,1155.44,1,5,0.0192307692307692,0,0,0,0,0,0,11.11,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,52.7157333333333,3,0,1,159,26,26,32.5,47.960693359375
"125",2,"Hybrid sun","v36_125",1,"Hybrid","Hybrid sun",10,24,1,0.454228411,18.446944236563,1.5,1,0,1,0,0,0,0,1,1,0,0,0,0,844.36,1,25,0.0131578947368421,0.00657894736842105,5.555,0,0,0,0,0,11.11,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,1,0.5,1,0,1,1,0,0,0,0,0,1,0,1,159,26,26,32.5,48.0324172973633
"127",2,"Hybrid sun","v36_127",1,"Hybrid","Hybrid sun",10,24,1,0.165115561,6.70560773521456,3.5,1,0,1,1,0,0,0,1,1,0,0,0,0,1333.2,1,5,0.00833333333333333,0.00416666666666667,5.555,0,0,0,0,0,11.11,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,2,0,1,171,26,27,32.5,47.7967758178711
"129",1,"Amazonia","v36_129",1,"Amazonia","Amazonia",10,30,1,0.062319881,14.0797913781203,1.5,2,0,1,1,0,0,0,1,1,0,0,0,0,1088.78,1,5,0.0510204081632653,0.0255102040816327,27.775,13.8875,0,0,0,0,33.33,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,1,1,3,159,26,26,32.5,48.0324172973633
"132",1,"Amazonia","v36_132",1,"Amazonia","Amazonia",20,30,1,0.620628918,48.3483368250596,1.5,1,1,1,1,1,0,0,0,0,0,0,0,0,944.35,1,5,0.0117647058823529,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0.0148263,0,0.0148263,0,1,0,1,159,26,26,32.5,47.960693359375
"133",1,"Amazonia","v36_133",1,"Amazonia","Amazonia",20,30,1,0.0330231122,2.57257195942864,1.5,1,0,1,1,0,0,0,0,0,0,0,0,0,777.7,1,5,0.0142857142857143,0.00714285714285714,5.555,0,0,0,11.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,1,159,26,26,32.5,47.960693359375
"142",1,"Amazonia","v36_142",1,"Amazonia","Amazonia",28,30,1,0.825577805,64.6578566415387,1.5,0.5,1,1,1,0,0,0,1,1,0,0,0,0,866.58,1,25,0.0128205128205128,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0.3706575,0.3706575,0,1,0,1,159,26,26,32.5,47.960693359375
"144",1,"Amazonia","v36_144",1,"Amazonia","Amazonia",23,30,1,0.619986445,45.8782842137615,1.5,2,1,1,1,0,0,0,1,1,0,0,0,0,755.48,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.3706575,0,0.3706575,0,1,0,1,159,26,26,32.5,48.0324172973633
"152",3,"Hybrid shade","v36_152",1,"Hybrid","Hybrid shade",12,24,0,0.166400507,8.64274174791269,1.5,1,0,1,1,1,0,0,1,1,0,0,0,0,1533.18,1,35,0.0144927536231884,0.0108695652173913,16.665,12.49875,2,1,11.11,0,22.22,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,3,0,1,168,26,26,32.5,47.9437561035156
"155",1,"Amazonia","v36_155",1,"Amazonia","Amazonia",24,30,0,1.04080626,76.9182659496462,4.5,3.5,1,1,1,1,0,0,1,1,0,0,0,0,1433.19,1,35,0.0155038759689922,0.00930232558139535,13.332,10.6656,2,1,0,22.22,22.22,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.3706575,0.3706575,197.684,2,0,1,159,26,26,32.5,48.0324172973633
"158",4,"Hybrid sun","v36_158",1,"Hybrid","Hybrid sun",8,24,1,0.206876306,10.8833681199425,1.5,1,1,1,1,1,0,0,1,1,0,0,0,0,1099.89,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.3706575,0,0.3706575,0,1,0,1,159,26,26,32.5,48.0324172973633
"159",1,"Amazonia","v36_159",1,"Amazonia","Amazonia",28,30,1,1.03438153,81.0110110450407,3.5,2,0,1,1,1,0,0,1,1,0,0,0,0,622.16,1,25,0.0178571428571429,0,0,0,0,0,0,11.11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,2,0,1,159,26,26,32.5,48.0324172973633
"162",1,"Hybrid shade","v36_162",1,"Hybrid","Hybrid shade",43,24,1,0.206233833,67.9961327022971,3.5,2,0,1,1,1,0,0,1,1,0,0,0,0,666.6,1,15,0.05,0.0333333333333333,22.22,14.8133333333333,0,0,11.11,0,11.11,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,1,1,0,0,0,0,0,2,0,1,171,26,27,32.5,47.7967758178711
"166",2,"Hybrid shade","v36_166",1,"Hybrid","Hybrid shade",18,24,1,0.0619986445,2.8975189459931,1.5,1,0,0,0,0,0,0,1,1,0,0,0,0,711.04,1,5,0.03125,0.0208333333333333,14.8133333333333,9.87555555555556,0,0,11.11,0,11.11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,4,0,0,0,0,0,0,0,0,3,0,1,159,26,26,32.5,47.960693359375
"196",1,"Hybrid shade","v36_196",1,"Hybrid","Hybrid shade",34,24,1,0.621913864,80.6333842164338,1.5,1,1,1,1,1,1,0,1,1,0,0,0,0,866.58,1,5,0.0384615384615385,0.0230769230769231,19.998,15.9984,0,0,11.11,22.22,22.22,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,1,1,0,0.49421,0,0.49421,0,2,0,1,159,26,26,32.5,47.960693359375
"224",5,"Hybrid sun","v36_224",1,"Hybrid","Hybrid sun",16,24,0,0.498559048,23.9951893438586,3.5,1,1,1,1,0,0,0,1,1,0,0,0,0,1099.89,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0.98842,0.98842,0,2,0,1,184,25.8999996185303,24,32.4000015258789,48.5120277404785
"228",1,"Amazonia","v36_228",1,"Amazonia","Amazonia",16,30,1,0.415037558,40.0146162027892,3.5,1,1,1,1,0,0,0,1,0,0,0,0,0,1277.65,1,25,0.00869565217391304,0.00434782608695652,5.555,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0.3706575,0,3,0,1,182,26,25,32.4000015258789,48.583683013916
"262",3,"Hybrid shade","v36_262",1,"Hybrid","Hybrid shade",12,24,1,0.619986445,32.2017211843079,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1944.25,3,15,0.0114285714285714,0.00761904761904762,14.8133333333333,9.87555555555556,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,1,0,1,201,25.7999992370605,23,32.2000007629395,48.6964149475098
"269",2,"Hybrid sun","v36_269",1,"Hybrid","Hybrid sun",23,24,0,0.331516068,46.8907788911603,1.5,2,1,1,1,0,0,0,0,0,0,0,0,0,1433.19,1,25,0.00775193798449612,0.00387596899224806,5.555,0,1,2,0,0,11.11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0.3706575,0.3706575,0,3,0,1,202,25.7999992370605,23,32.2000007629395,48.7224769592285
"270",2,"Hybrid sun","v36_270",1,"Hybrid","Hybrid sun",20,24,1,0.578868173,47.8652586771042,1.5,2,1,1,1,0,0,0,0,0,0,0,0,0,1455.41,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0.3706575,0.3706575,0,1,0,1,202,25.7999992370605,23,32.2000007629395,48.7224769592285
"304",1,"Hybrid shade","v36_304",1,"Hybrid","Hybrid shade",16,24,0,0.825577805,37.9862183974086,1.5,2,1,1,1,1,0,0,0,0,0,0,0,0,1099.89,1,5,0.0303030303030303,0.0202020202020202,22.22,22.22,3,3,0,44.44,22.22,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,2.5946025,2.5946025,0,4,0,1,198,25.7999992370605,23,32.2999992370605,49.0510520935059
"348",2,"Hybrid sun","v35_10",2,"Hybrid","Hybrid sun",5,24,1,0.0832002535,12.2623343941344,3.5,1,0,1,1,0,0,0,0,0,0,0,0,0,1733.16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3,0,1,231,25.3999996185303,30,31.6000003814697,47.7579498291016
"353",4,"Amazonia","v35_15",2,"Amazonia","Amazonia",20,30,1,0.123997289,9.65965735738768,3.5,2,0,1,1,0,0,0,0,0,0,0,0,0,1733.16,1,25,0.0192307692307692,0.00961538461538462,16.665,8.3325,0,0,0,0,11.11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,4,0,1,220,25.5,30,31.7000007629395,47.8671226501465
"354",2,"Hybrid shade","v35_16",2,"Hybrid","Hybrid shade",10,24,0,0.619986445,38.2876785716797,3.5,2,0,1,1,0,0,0,0,0,0,0,0,0,1422.08,1,25,0.015625,0.0104166666666667,14.8133333333333,9.87555555555556,0,1,11.11,0,11.11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,220,25.5,30,31.7000007629395,47.8671226501465
"361",5,"Hybrid sun","v35_23",2,"Hybrid","Hybrid sun",15,24,1,0.123997289,5.43373269054006,3.5,1,0,1,1,0,0,0,0,0,0,0,0,0,444.4,1,15,0.025,0.0125,5.555,0,0,0,0,0,11.11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,988.42,2,0,1,231,25.3999996185303,30,31.6000003814697,47.7579498291016
"362",5,"Hybrid sun","v35_24",2,"Hybrid","Hybrid sun",10,24,1,0.082879017,3.36584979705322,3.5,1,0,1,1,0,0,0,0,0,0,0,0,0,899.91,1,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,3,0,1,231,25.3999996185303,30,31.6000003814697,47.7579498291016
"373",4,"Amazonia","v35_35",2,"Amazonia","Amazonia",16,30,0,0.825577805,79.5956374931644,1.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1199.88,1,5,0.0185185185185185,0,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0.3706575,0.3706575,0,4,0,1,264,25.2000007629395,31,31.2999992370605,47.4805183410645
"379",3,"Hybrid shade","v35_41",2,"Hybrid","Hybrid shade",7,24,0,0.330231122,33.7216760327304,3.5,1,1,1,1,1,0,0,0,0,0,0,0,0,1099.89,1,45,0.0404040404040404,0.0202020202020202,22.22,11.11,0,1,0,0,11.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0.741315,0.741315,6.177625,3,0,1,208,25.6000003814697,29,31.8999996185303,48.2114143371582
"380",2,"Hybrid shade","v35_42",2,"Hybrid","Hybrid shade",11,24,1,1.24639762,69.7387642069338,3.5,1,1,1,1,0,0,0,0,0,0,0,0,0,788.81,3,5,0.0422535211267606,0.0211267605633803,16.665,8.3325,0,0,0,0,22.22,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.03212365,0,0.03212365,0,4,0,1,217,25.5,29,31.7999992370605,48.0935287475586
"386",3,"Hybrid shade","v35_48",2,"Hybrid","Hybrid shade",20,24,1,0.329588649,16.2243552540338,1.5,2,1,1,1,1,0,0,0,0,0,0,0,0,1522.07,1,35,0.0145985401459854,0.0097323600973236,14.8133333333333,14.8133333333333,0,0,0,22.22,11.11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0.0296526,0,1,0,1,208,25.6000003814697,29,31.8999996185303,48.2114143371582
"387",2,"Hybrid shade","v35_49",2,"Hybrid","Hybrid shade",15,24,0,0.498559048,23.1402280941075,3.5,2,0,1,1,0,0,0,1,0,0,0,0,0,1466.52,1,45,0.0227272727272727,0.0136363636363636,19.998,15.9984,2,1,11.11,44.44,22.22,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,3,0,1,1,0,0,0,0,12.35525,2,0,1,213,25.5,30,31.7999992370605,47.8239974975586
"388",2,"Hybrid sun","v35_50",2,"Hybrid","Hybrid sun",9,24,0,0.0619986445,2.78249142382518,1.5,2,1,1,1,0,0,0,1,0,0,0,0,0,888.8,1,25,0.0125,0.00625,5.555,0,2,1,0,0,11.11,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0.0247105,0,0.0247105,9.8842,2,0,1,220,25.5,30,31.7000007629395,47.8671226501465
"395",4,"Amazonia","v35_57",2,"Amazonia","Amazonia",28,30,0,0.2887916135,22.6176704749974,4.5,1,1,1,1,0,0,0,0,0,0,0,0,0,1088.78,1,25,0.0204081632653061,0.0102040816326531,11.11,5.555,2,1,0,0,22.22,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0.3706575,0,0.3706575,0,1,0,1,217,25.5,29,31.7999992370605,48.0935287475586
"398",5,"Amazonia","v35_60",2,"Amazonia","Amazonia",30,30,0,0.579510646,48.2308649862454,3.5,1,0,1,1,0,0,0,1,0,0,0,0,0,1033.23,1,25,0.010752688172043,0.010752688172043,11.11,0,0,1,11.11,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,7.90736,1,0,1,208,25.6000003814697,29,31.8999996185303,48.2114143371582
